"day","camera","replicate","treatment","t1_distance","t2_distance","t3_distance","t4_distance","t5_distance","t6_distance","t7_distance","t8_distance","t9_distance","t10_distance","t11_distance","t12_distance","t13_distance","t14_distance","t15_distance","t16_distance","t17_distance","t18_distance","total_distance","t1_time_spent_in_open","t2_time_spent_in_open","t3_time_spent_in_open","t4_time_spent_in_open","t5_time_spent_in_open","t6_time_spent_in_open","t7_time_spent_in_open","t8_time_spent_in_open","t9_time_spent_in_open","t10_time_spent_in_open","t11_time_spent_in_open","t12_time_spent_in_open","t13_time_spent_in_open","t14_time_spent_in_open","t15_time_spent_in_open","t16_time_spent_in_open","t17_time_spent_in_open","t18_time_spent_in_open","total_opentime","t1_distance_spent_in_open","t2_distance_spent_in_open","t3_distance_spent_in_open","t4_distance_spent_in_open","t5_distance_spent_in_open","t6_distance_spent_in_open","t7_distance_spent_in_open","t8_distance_spent_in_open","t9_distance_spent_in_open","t10_distance_spent_in_open","t11_distance_spent_in_open","t12_distance_spent_in_open","t13_distance_spent_in_open","t14_distance_spent_in_open","t15_distance_spent_in_open","t16_distance_spent_in_open","t17_distance_spent_in_open","t18_distance_spent_in_open","total_open_distance"
"day 4","cam 2","rep14","control",337.04,218.24,175.72,197.33,167.41,100.57,114.83,62.74,1.42,0,0,0,0.37,0,0,0,0,0,1375.67,35.8528428093646,45.4849498327759,41.4715719063545,73.3110367892977,190.769230769231,29.1638795986622,38.2608695652174,0,0,0,0,0,0,0,0,0,0,0,454.314381270903,31.15,17.65,30.38,49.97,54.18,13.75,12.73,0,0,0,0,0,0,0,0,0,0,0,209.81
"day 4","cam 2","rep14","control",385.9,267.91,190.7,145.38,179.06,123.99,177.69,101.51,105.12,71.04,130.38,77.47,92.82,59.45,45.47,52.1,85.4,71.44,2362.83,39.3311036789298,8.02675585284281,14.9832775919732,45.752508361204,59.933110367893,0,4.0133779264214,2.40802675585284,1.07023411371237,0,0,0,36.1204013377926,0,0,0,0,0,211.638795986622,33.79,9.48,9.45,25.98,29.3,0,3.09,0.84,0.68,0,0,0,10.82,0,0,0,0,0,123.43
"day 4","cam 3","rep15","infected",305.48,244.85,128.89,139.15,92.6,68.95,86.83,101.2,67.83,68.83,70.61,76.71,81.05,9.8,0,0,0,0,1542.78,76.5217391304348,38.2608695652174,0,1.33779264214047,0,0,0,20.6020066889632,0,0,0,2.67558528428094,87.2240802675585,0,0,0,0,0,226.622073578595,61.12,40.5,0,0.89,0,0,0,10.49,0,0,0,0.5,20,0,0,0,0,0,133.5
"day 4","cam 3","rep15","infected",247.66,228.12,196.23,146.61,116.31,138.29,136.35,79.65,76.26,73.53,96.45,87.56,50.3,75.3,96.64,93.56,62.42,70.61,2071.85,15.7859531772575,14.4481605351171,98.7290969899666,96.3210702341137,0,15.7859531772575,88.0267558528428,91.2374581939799,55.1170568561873,0.802675585284281,0,0,0,37.7257525083612,0,59.1304347826087,0,0,573.110367892977,14.55,9.41,24.79,8.38,0,6.29,17.44,14.85,11.03,0.42,0,0,0,9.61,0,12.77,0,0,129.54
"day 4","cam 3","rep15","control",313.93,247.69,196.4,168.01,140.28,153.53,169.21,139.9,133.94,143.27,143.62,68.5,19.32,144.97,103.51,140.97,101.62,126.83,2655.5,22.742474916388,16.3210702341137,0,0,0,13.9130434782609,0,13.3779264214047,25.4180602006689,0,19.7993311036789,22.742474916388,22.2073578595318,199.063545150502,0,38.2608695652174,0,0,393.846153846154,24.59,15.44,0,0,0,13.77,0,6.34,9.9,0,9.94,15.53,1.67,68.6,0,10.87,0,0,176.65
"day 4","cam 3","rep15","control",515.07,400.19,329.39,261.17,276.99,274.29,227.81,186.74,99.81,171.43,61.69,142.81,72.76,127.5,36.16,4.06,0.83,32.96,3221.66,31.5719063545151,35.3177257525084,7.49163879598662,55.6521739130435,21.1371237458194,0,0,23.2775919732441,0,67.9598662207358,0,116.387959866221,0,133.244147157191,0,0,0,0,492.040133779264,48.9,47.72,10.71,54.44,17.08,0,0,9.96,0,26.59,0,43.26,0,29.22,0,0,0,0,287.88
"day 4","cam 4","rep16","infected",302.75,151.01,146.3,236.89,184.38,94.07,121.38,200.35,86.23,97.11,53.78,149.48,141.21,84.92,67.91,54.4,39.81,50.02,2262,0,0,125.484949832776,24.0802675585284,39.3311036789298,0,40.4013377926421,55.1170568561873,2.67558528428094,0,0,13.1103678929766,47.0903010033445,0,0,0,0,0,347.290969899666,0,0,41.78,16.21,24.1,0,19.45,27,2.45,0,0,16.64,27.1,0,0,0,0,0,174.73
"day 4","cam 4","rep16","infected",265,264.65,144.13,89.1,165.81,167.92,93.46,58.96,95.43,131.07,138.51,73.57,69.82,68.39,103.23,77.67,68.69,108.87,2184.28,13.9130434782609,94.7157190635452,21.4046822742475,5.08361204013378,16.5886287625418,34.5150501672241,0,278.795986622074,204.414715719064,170.167224080268,167.491638795987,10.4347826086957,0,0,17.6588628762542,0,0,42.0066889632107,1077.19063545151,27.9,49.33,11,9.74,19.67,10.61,0,26.48,23.99,31.13,20.51,1.19,0,0,7.27,0,0,15.42,254.24
"day 4","cam 4","rep16","control",377.98,236.05,184.18,167.44,271.91,158.36,118.19,55.33,93.45,151.57,76.95,74.86,39.73,0,68.89,112.06,104.4,63.54,2354.89,56.9899665551839,0,16.8561872909699,0.802675585284281,27.8260869565217,9.09698996655518,0,0,0,59.933110367893,0,0,0,0,0,18.4615384615385,64.4816053511706,0,254.448160535117,62.43,0,17.58,0.54,29.52,7.12,0,0,0,25.6,0,0,0,0,0,9.37,12.86,0,165.02
"day 4","cam 4","rep16","control",248.39,217.53,201.22,208,169.08,68.61,126.97,89.7,72.64,119.43,96.05,106.82,66.2,0,101.15,103.1,77.97,52.04,2124.9,12.5752508361204,29.6989966555184,10.1672240802676,48.695652173913,32.6421404682274,0,0,22.742474916388,89.6321070234114,37.190635451505,40.6688963210702,0,0,0,7.49163879598662,0,0,0,331.505016722408,11.74,21.24,6.99,26.29,14.73,0,0,9.72,12.06,17.72,12.82,0,0,0,4.11,0,0,0,137.42
"day 5","cam 1","rep17","infected",216.75,177.2,134.79,120.23,121.56,95.18,105.27,99.04,29.57,0,0,23.93,98.37,74.47,66.96,103.46,88.38,76.94,1632.1,122.541806020067,40.133779264214,118.528428093645,56.1872909698997,94.7157190635452,0,6.95652173913044,78.6622073578595,0,0,0,0,6.68896321070234,0,0,130.033444816054,21.4046822742475,0,675.852842809365,41.16,11.59,36.33,12.76,25.29,0,2.85,19.41,0,0,0,0,2.52,0,0,29.28,7.02,0,188.21
"day 5","cam 1","rep17","infected",293.24,243.75,174.49,183.4,151.51,153.7,138.05,116.98,110.66,139.36,138.73,96.1,104.76,77.72,77.28,97.74,97.35,78.35,2473.17,78.3946488294314,35.0501672240803,0,0,23.0100334448161,31.8394648829431,71.9732441471572,0,34.7826086956522,98.7290969899666,58.3277591973244,104.615384615385,82.1404682274247,0,0,0,0,0,618.862876254181,64.03,11.27,0,0,9.44,9.98,14.89,0,12.14,31.53,22.02,20.25,24.69,0,0,0,0,0,220.24
"day 5","cam 1","rep17","control",92.68,248.24,72.8,0,0,0,318.37,379.45,433.01,342.34,257.87,147.12,80.54,120.75,76.62,107.33,79.24,136.19,2892.55,0,14.180602006689,10.9698996655518,0,0,0,31.8394648829431,126.822742474916,45.752508361204,55.1170568561873,95.2508361204013,31.5719063545151,3.47826086956522,75.1839464882943,464.214046822742,0,0,41.2040133779264,995.585284280937,0,24.92,9.51,0,0,0,48.41,85.25,41.41,41.73,32.67,17.86,7.83,15.42,54.4,0,0,22.53,401.94
"day 5","cam 1","rep17","control",377.25,353.45,324.96,277.49,165.86,267.29,169.93,166.39,118.94,87.53,73.75,72.95,2.72,0,0,0,7.51,70.06,2536.08,10.4347826086957,34.7826086956522,24.0802675585284,4.2809364548495,0,62.6086956521739,23.5451505016722,52.7090301003345,0,0,0,0,0,0,0,0,0,0,212.441471571906,11.57,43.79,23.04,5,0,40.34,13.29,19.11,0,0,0,0,0,0,0,0,0,0,156.14
"day 5","cam 2","rep18","infected",226.12,160.3,156.83,126.75,77.59,59.05,65.81,1.53,0,0,0,33.66,0,0,0,0,0,0,907.64,8.02675585284281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02675585284281,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"day 5","cam 2","rep18","infected",192.75,135.35,102.83,83.02,91.96,106.95,79.28,85.01,82.85,97.86,81.24,86.14,77.73,78.88,77.8,47.04,67.73,80.76,1655.18,69.0301003344482,50.0334448160535,0,0,177.926421404682,175.785953177258,0,0,0,48.695652173913,20.8695652173913,104.347826086957,0,0,0,0,0,0,646.688963210702,33.54,18.86,0,0,21.28,30.32,0,0,0,13.05,2.45,23.24,0,0,0,0,0,0,142.74
"day 5","cam 2","rep18","control",336.76,170.78,118.39,117.07,90.14,87.28,87.54,64.15,20.05,0,0,19.69,0,0,0,0,0,0,1111.85,6.15384615384615,0,9.36454849498328,26.2207357859532,0,198.795986622074,188.09364548495,0,0,0,0,0,0,0,0,0,0,0,428.628762541806,13.25,0,13.64,12.35,0,37.02,28.35,0,0,0,0,0,0,0,0,0,0,0,104.61
"day 5","cam 2","rep18","control",469.51,190.68,132.3,40.12,50.88,45.5,51.68,65.95,0.17,0,0,32.21,0,0,0,0,0,0,1079,100.066889632107,0,16.0535117056856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.120401337793,92.73,0,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.39
"day 5","cam 3","rep19","infected",257.26,227.98,186.87,185.02,147.88,170.54,169.42,109.47,176.64,75.09,69.38,64.76,35.31,41.93,39.51,37.79,63.52,62.63,2121,10.9698996655518,0,43.3444816053512,39.866220735786,0,16.8561872909699,0,0,28.0936454849498,0,0,0,0,0,0,0,0,0,139.130434782609,2.9,0,22.57,18.04,0,10.2,0,0,14.51,0,0,0,0,0,0,0,0,0,68.22
"day 5","cam 3","rep19","infected",332.36,393.75,336.18,262.56,105.94,154.61,136.15,104.41,113.52,97.51,64.04,120.06,97.78,127.34,106.5,104.13,68.01,120.1,2844.95,58.8628762541806,46.2876254180602,25.9531772575251,17.9264214046823,0,88.8294314381271,0,0,73.3110367892977,74.38127090301,0,47.6254180602007,0,106.755852842809,0,59.6655518394649,0,70.3678929765886,669.966555183947,51.13,53.61,27.52,17.73,0,38.81,0,0,13.36,13.21,0,12.45,0,38.73,0,20.56,0,23.31,310.42
"day 5","cam 3","rep19","control",544.35,258.02,220.92,183.62,177.78,202.49,177.76,145.92,96.91,88.98,87.25,101.05,93.83,59.95,103.67,74.11,77.07,50.65,2744.33,47.8929765886288,9.89966555183947,0,76.5217391304348,36.3879598662207,39.3311036789298,29.9665551839465,19.5317725752508,0,0,0,46.5551839464883,69.2976588628763,0,80.8026755852843,0,77.3244147157191,0,533.511705685619,67.2,11.31,0,25.04,25.56,27.52,15.21,11.13,0,0,0,10.52,24.05,0,19.75,0,16.77,0,254.06
"day 5","cam 3","rep19","control",398.58,322.68,282.55,202.07,111.12,112.81,126.87,106.96,94.11,88.2,107.92,59.18,120.02,59.12,73.38,63.53,42.88,73.74,2445.72,45.2173913043478,2.40802675585284,12.0401337792642,33.7123745819398,136.454849498328,24.8829431438127,43.0769230769231,2.40802675585284,0,5.61872909698997,203.879598662207,0,50.5685618729097,0,0,0,0,118.795986622074,679.063545150502,41.22,1.69,9.4,12.78,14.39,9.52,12.32,1.53,0,2.97,38.97,0,22.07,0,0,0,0,17.38,184.24
"day 5","cam 4","rep20","infected",167.83,163.48,167.1,112.12,148.45,120.75,101.14,96.32,124.75,123.31,107.4,94.44,116.47,98.89,115.81,87.03,99.12,NA,2044.41,3.74581939799331,0,60.2006688963211,37.190635451505,51.9063545150502,0,1.07023411371237,0,65.5518394648829,8.02675585284281,67.6923076923077,11.7725752508361,0,0,27.5585284280936,0,54.314381270903,NA,389.030100334448,2.73,0,14.74,10.25,18.89,0,0.16,0,11.81,2.15,16.18,2.94,0,0,10.73,0,12.33,NA,102.91
"day 5","cam 4","rep20","infected",250.73,204.41,178.89,146.31,142.42,145.45,63.93,104.54,108.59,81.71,75.86,72.31,67.05,68.97,68.36,74.94,74.48,NA,1928.95,78.6622073578595,0,36.3879598662207,28.3612040133779,21.6722408026756,0,0,48.1605351170569,0,472.775919732441,599.866220735786,250.702341137124,0,0,0,0,0,NA,1536.58862876254,40.7,0,14.42,7.68,5.3,0,0,15.43,0,56.28,75.86,29.89,0,0,0,0,0,NA,245.56
"day 5","cam 4","rep20","control",248.62,169.99,88.3,153.9,113.61,152.38,121.23,91.27,93.89,73.34,116.81,114.48,84.25,70.31,103.07,68.91,67.09,NA,1931.45,143.946488294314,162.675585284281,240.802675585284,271.571906354515,131.103678929766,63.4113712374582,9.36454849498328,187.558528428094,41.7391304347826,0,0,32.1070234113712,2.67558528428094,0,98.9966555183946,0,0,NA,1385.95317725753,58.15,12.89,32.9,57.84,37.51,22.44,4.62,27.49,8.24,0,0,12.36,0.64,0,18.13,0,0,NA,293.21
"day 5","cam 4","rep20","control",416.33,311.61,179.46,238.74,134.76,155.19,86.49,57.27,169.37,58.91,62.18,129.03,46.6,46.4,40.57,5.67,0,NA,2138.58,13.6454849498328,44.9498327759197,34.247491638796,38.5284280936455,4.0133779264214,0,0,0,41.2040133779264,0,438.528428093646,14.4481605351171,0,0,0,0,0,NA,629.565217391304,22.75,38.03,16.28,29.15,3.78,0,0,0,28.8,0,45,14.76,0,0,0,0,0,NA,198.55
"day 6","cam 1","rep21","infected",245.11,118.4,187.03,229.76,203.96,180,84.22,93.23,121.97,172.71,135.33,87.37,185.76,97.58,92.47,74.53,78.3,70.66,2458.39,79.4648829431438,0,9.36454849498328,35.0501672240803,40.133779264214,0,17.123745819398,0,53.7792642140468,11.2374581939799,50.8361204013378,33.9799331103679,58.3277591973244,264.347826086957,0,0,0,0,653.645484949833,52.84,0,8.9,21.06,35.33,0,6.62,0,36.1,4.28,12.51,19.72,13.27,39.64,0,0,0,0,250.27
"day 6","cam 1","rep21","infected",293.93,266.26,198.54,123.87,184.95,106.97,137.34,143.29,150.44,114.78,99.02,106.36,70.05,0,0,0,0,20.08,2015.88,20.6020066889632,10.1672240802676,26.2207357859532,12.8428093645485,16.5886287625418,0,56.9899665551839,0,12.0401337792642,67.9598662207358,89.3645484949833,0,32.3745819397993,0,0,0,0,0,345.150501672241,25.78,9.05,21.8,12.83,11.53,0,24.9,0,4.82,21.89,20.38,0,10.51,0,0,0,0,0,163.49
"day 6","cam 1","rep21","control",200.96,162,80.42,114.12,93.77,64.54,47.54,0,0,0,0,0,2.31,0,0,0,0,136.15,901.81,0,0,0,58.0602006688963,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9230769230769,94.9832775919732,0,0,0,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07,27.88
"day 6","cam 1","rep21","control",128.2,126.68,102.35,86.16,85.74,111.22,105.75,98.74,91.64,67.34,72.46,91.06,34.83,0,0,0,0,0,1202.17,0,40.9364548494983,0,0,0,56.9899665551839,32.3745819397993,124.414715719064,99.2642140468227,0,0,0,0,0,0,0,0,0,353.979933110368,0,9.45,0,0,0,12.8,3.97,30.52,23.28,0,0,0,0,0,0,0,0,0,80.02
"day 6","cam 2","rep22","infected",159.63,270.77,135.5,184.95,140.12,103.09,108.24,104.47,122.64,90.79,162.09,63.74,5.87,0,0,0,0,0,1651.9,0,13.6454849498328,10.7023411371237,16.3210702341137,15.5183946488294,0,24.0802675585284,64.7491638795987,42.809364548495,0,10.1672240802676,0,0,0,0,0,0,0,197.993311036789,0,8.46,8.67,12.95,7.81,0,9.71,21.74,22.56,0,6.46,0,0,0,0,0,0,0,98.36
"day 6","cam 2","rep22","infected",172.15,289.62,202.63,159.81,226.78,211.21,112.51,104.88,117.55,116.3,134.06,110.19,128.59,84.03,93.61,133.3,98.69,99.51,2595.42,0,10.4347826086957,0,14.180602006689,18.9966555183947,59.3979933110368,0,0,0,6.42140468227425,28.0936454849498,0,0,0,72.7759197324415,68.7625418060201,111.304347826087,0,390.367892976589,0,8.77,0,5.43,11.53,28.41,0,0,0,4.03,12.88,0,0,0,24.46,14.57,27.77,0,137.85
"day 6","cam 2","rep22","control",278.36,273.24,203.93,168.09,201.38,173.05,128.43,87.38,71.6,119.81,101.38,64.73,49.6,76.11,108.12,82.27,95.56,92.88,2375.92,2.14046822742475,0,10.1672240802676,0,24.6153846153846,0,0,0,27.5585284280936,24.3478260869565,11.2374581939799,0,0,10.9698996655518,17.3913043478261,17.123745819398,21.1371237458194,31.0367892976589,197.725752508361,3.71,0,10.78,0,11.15,0,0,0,8.36,7.42,5.36,0,0,6.04,9.97,5.13,12.2,12.28,92.4
"day 6","cam 2","rep22","control",267.25,211.66,181.99,104.89,56.56,61.25,57.05,50.62,0,0,0,0,31.79,0,0,0,0,0,1023.06,71.9732441471572,0,124.414715719064,0,84.0133779264214,195.585284280936,0,0,0,0,0,0,0,0,0,0,0,0,475.986622073579,58.31,0,73.31,0,6.65,20.23,0,0,0,0,0,0,0,0,0,0,0,0,158.5
"day 6","cam 3","rep23","infected",168.22,167.94,129.19,144.14,124.25,168.92,146.77,140.5,119.12,105.42,83.18,137.47,104.75,114.17,107.42,113.55,84.7,84.56,2244.27,19.7993311036789,11.505016722408,0,38.7959866220736,0,75.7190635451505,0,0,0,0,0,0,25.685618729097,0,0,0,0,182.742474916388,354.247491638796,9.5,6.68,0,13.21,0,20.47,0,0,0,0,0,0,7.97,0,0,0,0,22.55,80.38
"day 6","cam 3","rep23","infected",228.78,183.27,166.72,156.82,122.79,135.42,47.74,66.43,119.5,21.6,0,0,1.92,0,0,0,0,0,1250.99,11.7725752508361,10.7023411371237,2.40802675585284,36.1204013377926,0,51.1036789297659,0,0,108.361204013378,0,0,0,0,0,0,0,0,0,220.468227424749,9.27,8.93,1.54,19.53,0,30.64,0,0,35.69,0,0,0,0,0,0,0,0,0,105.6
"day 6","cam 3","rep23","control",278.94,167.28,160.94,198.92,160.82,123.54,184.25,110.72,118.53,144.43,105.3,61.09,83.24,83.85,115,107.35,124.37,96.35,2424.92,27.5585284280936,0,154.38127090301,46.2876254180602,10.9698996655518,18.1939799331104,45.2173913043478,158.127090301003,480.535117056856,43.8795986622074,285.752508361204,153.311036789298,106.488294314381,90.4347826086957,349.43143812709,167.224080267559,200.133779264214,427.558528428094,2765.48494983278,48.84,0,23.87,36.5,11.18,11.16,19.54,30.99,77.04,13.58,44.07,17.46,24.24,14.5,65.16,25.99,46.98,64.37,575.47
"day 6","cam 3","rep23","control",27.99,0,0,0,0,0,1.46,0,0,0,0,0,2.84,0,0,0,0.94,0,33.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"day 6","cam 4","rep24","infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"day 6","cam 4","rep24","infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"day 6","cam 4","rep24","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"day 6","cam 4","rep24","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"day 7","cam 1","rep25","infected",350.79,236.17,206.8,151.09,179.99,156.12,78.62,124.72,105.01,143.94,107.07,101.34,82.21,126.97,102.38,148.17,106.61,100.94,2608.94,12.0401337792642,8.82943143812709,72.5083612040134,49.4983277591973,158.394648829431,2.14046822742475,31.0367892976589,33.1772575250836,162.408026755853,38.5284280936455,63.1438127090301,14.7157190635452,31.0367892976589,33.1772575250836,153.578595317726,47.3578595317726,63.1438127090301,14.7157190635452,989.43143812709,21.75,7.54,22.02,15.09,43.03,1.49,10.38,13,48.29,15.25,16.74,2.92,10.38,13,43.28,20.26,16.74,2.92,324.08
"day 7","cam 1","rep25","infected",173.18,84.7,71.85,116.24,93.5,86.56,73.51,92.1,95.79,84.31,52.57,56.96,89.7,92.82,96.48,84.34,52.71,56.81,1554.13,28.628762541806,0,0,0,0,17.123745819398,0,56.1872909698997,64.2140468227425,59.933110367893,0,0,0,56.1872909698997,64.2140468227425,59.933110367893,0,0,406.421404682274,15.47,0,0,0,0,1.46,0,9.72,13.6,12.44,0,0,0,9.72,13.6,12.44,0,0,88.45
"day 7","cam 1","rep25","control",288.65,296,323.13,308.61,272.05,306.78,234.14,228.31,215.2,231.7,127.67,145.51,254.33,228.66,217.58,232.13,127.72,144.39,4182.56,26.2207357859532,1.60535117056856,24.3478260869565,0,11.7725752508361,0,0,33.9799331103679,117.190635451505,1.07023411371237,93.1103678929766,36.6555183946488,0,33.9799331103679,117.190635451505,1.07023411371237,93.1103678929766,36.6555183946488,627.959866220736,19.51,0.77,17.37,0,8.82,0,0,17.15,45.26,0.72,15.85,19.91,0,17.15,45.26,0.72,15.85,19.91,244.25
"day 7","cam 1","rep25","control",218.46,207,210.55,240.63,72.54,66.63,100.55,101.51,84.94,0,0,0,106.25,102.32,85.92,0,0,0,1597.3,2.40802675585284,0,27.2909698996656,67.6923076923077,0,0,18.7290969899666,0,0,0,0,0,18.7290969899666,0,0,0,0,0,134.849498327759,7.54,0,21.19,40.77,0,0,8.69,0,0,0,0,0,8.69,0,0,0,0,0,86.88
"day 7","cam 2","rep26","infected",44.89,31.25,96.38,28.22,11.42,11.96,13.01,0,2.66,24.96,0.68,4.24,36.18,0,NA,NA,NA,NA,305.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0
"day 7","cam 2","rep26","infected",94.11,79.91,103.4,61.82,41.53,33.03,57.72,76.33,62.49,54.3,53.16,57.8,79.41,50.72,NA,NA,NA,NA,905.73,0,31.8394648829431,90.4347826086957,0,0,0,0,0,60.2006688963211,0,0,0,0,0,NA,NA,NA,NA,182.47491638796,0,10.62,23.04,0,0,0,0,0,10.88,0,0,0,0,0,NA,NA,NA,NA,44.54
"day 7","cam 2","rep26","control",350.69,327.67,357.69,202.27,212.85,202.82,150.81,187.09,148.64,106.25,99.1,114.2,82.25,66.38,NA,NA,NA,NA,2608.71,0,57.7926421404682,41.2040133779264,34.5150501672241,47.0903010033445,38.2608695652174,0,58.8628762541806,0,50.5685618729097,0,53.5117056856187,0,0,NA,NA,NA,NA,381.80602006689,0,45.58,39.52,16.44,29.25,21.92,0,26.28,0,23.35,0,27.86,0,0,NA,NA,NA,NA,230.2
"day 7","cam 2","rep26","control",212.2,202.32,79.15,218.31,189.06,124.85,145.14,94.59,81.31,90.78,121.96,106.51,80.8,3.26,NA,NA,NA,NA,1750.24,8.82943143812709,0,0,0,51.371237458194,70.3678929765886,85.0836120401338,0,0,0,79.4648829431438,109.966555183946,0,0,NA,NA,NA,NA,405.083612040134,24.31,0,0,0,21.78,23.6,25.44,0,0,0,30.68,19.67,0,0,NA,NA,NA,NA,145.48
"day 7","cam 3","rep27","infected",231.21,236.6,199.22,108.72,115.68,96.97,72.99,88.04,75.44,75.55,80.89,92.79,14.87,0,0,0,0,0,1488.97,0,0,0,24.6153846153846,84.8160535117057,210.301003344482,8.561872909699,4.0133779264214,0,0,0,0,0,0,0,0,0,0,332.307692307692,0,0,0,8.67,18.94,42.38,1.71,0.56,0,0,0,0,0,0,0,0,0,0,72.26
"day 7","cam 3","rep27","infected",146.48,189.81,128.58,121.54,68.96,112.08,64.74,124.93,73.72,68.76,120.82,75.09,124.59,120.14,78.3,74.67,79.1,89.07,1861.38,0.802675585284281,38.7959866220736,0,104.347826086957,0,19.5317725752508,0,146.622073578595,0,0,45.2173913043478,0,125.217391304348,41.2040133779264,68.2274247491639,0,0,0,589.966555183947,0.88,12.02,0,32.34,0,3.37,0,42.57,0,0,17.16,0,36.74,14.36,13.52,0,0,0,172.96
"day 7","cam 3","rep27","control",287.47,224.67,50.49,44.7,38.76,124.17,130.14,0.07,0,0,0,0,66.89,120.86,77.68,74.9,59.94,67.93,1368.67,10.9698996655518,9.09698996655518,0,0,0,56.7224080267559,45.2173913043478,0,0,0,0,0,10.1672240802676,264.080267558528,599.866220735786,599.866220735786,599.866220735786,599.866220735786,2795.71906354515,14.67,9.24,0,0,0,32.62,18.49,0,0,0,0,0,4.23,40.31,77.68,74.9,59.94,67.93,400.01
"day 7","cam 3","rep27","control",197.82,201.83,86.83,124.45,306.94,195.67,251.79,231.85,209.82,154.18,151.49,110.81,71.5,73.75,84.74,105.55,117.75,103.05,2779.82,9.09698996655518,21.6722408026756,0,0,102.207357859532,39.3311036789298,11.505016722408,9.09698996655518,74.6488294314381,70.3678929765886,31.5719063545151,40.9364548494983,0,0,0,16.0535117056856,76.7892976588629,0,503.277591973244,9.74,31.53,0,0,57.2,20.24,9.48,6.61,40.36,26.54,18.51,9.81,0,0,0,3.55,25.45,0,259.02
"day 7","cam 4","rep28","infected",83.34,57.79,72.46,83.89,68.9,86.14,15.26,0.01,97.57,143.06,137.42,125.38,122.53,89.47,100.49,115.45,108.28,75.81,1583.25,6.95652173913044,0,223.946488294314,453.779264214047,230.903010033445,92.0401337792642,0,0,25.9531772575251,0,107.290969899666,0,29.9665551839465,23.2775919732441,1.33779264214047,34.247491638796,35.0501672240803,0,1264.7491638796,3.64,0,31.18,55.96,25.63,15.9,0,0,5.91,0,33.58,0,10.28,4.8,0.45,10.88,9.33,0,207.54
"day 7","cam 4","rep28","infected",100.77,252.08,133.95,162.62,168.06,177.88,157.03,159.99,167.81,131.97,131.59,105.09,105.72,72.92,111.75,103.19,91.79,84.44,2418.65,0,0,25.685618729097,5.08361204013378,72.5083612040134,17.9264214046823,15.7859531772575,15.2508361204013,0,120.936454849498,34.5150501672241,0,1.33779264214047,0,67.1571906354515,50.5685618729097,0,0,426.755852842809,0,0,19.04,4.44,22.14,9.67,6.63,10.06,0,29.03,14.31,0,0.43,0,20.7,13.32,0,0,149.77
"day 7","cam 4","rep28","control",319.21,277.08,233.04,206.75,127.98,99.17,198.26,168.61,66.69,0,60.76,60.59,65.52,47.78,44.43,9.78,9.31,30.14,2025.1,67.4247491638796,36.3879598662207,24.3478260869565,66.0869565217391,0,22.742474916388,51.1036789297659,41.7391304347826,0,0,0,0,0,0,0,0,0,0,309.832775919732,46.66,14.78,13.68,41.61,0,13.02,27.68,18.93,0,0,0,0,0,0,0,0,0,0,176.36
