"","INSECT","STAGE_START","STAGE_END","NOTES","paint","days.after.paint","quad","exposure","treatment","exp.time","date","status","QUAD","alive","knockdown","dead","unviable","living"
"2167","01H-5A-4-04","4","4","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"D",4,0,0,1,1,0
"2168","01H-5A-4-05","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2169","01H-5A-4-06","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2170","01H-5A-4-07","AM","AM","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"D",4,0,0,1,1,0
"2171","01H-5A-4-08","AM","AM","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2172","01H-5A-4-09","AM","AM","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"D",4,0,0,1,1,0
"2173","01H-5A-4-10","5","AF","Molting on 9/12","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2174","01H-5A-4-11","AF","AF","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"D",4,0,0,1,1,0
"2175","01H-CO-1-01","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2176","01H-CO-1-02","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2177","01H-CO-1-03","AF","AF","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2178","01H-CO-1-04","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2179","01H-CO-1-05","AF","AF","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"D",1,0,0,1,1,0
"2180","01H-CO-1-06","AF","AF","3 eggs on 9/18and on 3 1st Instars","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2181","01H-CO-1-07","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2182","01H-CO-1-08","AM","AM","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"D",1,0,0,1,1,0
"2183","01H-CO-1-09","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2184","01H-CO-1-10","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2185","01H-CO-1-11","4","4","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2186","01H-CO-1-12","AF","AF","2 eggs on 9/18, 2 1st instars","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,1,0,0,0,1
"2187","01H-CO-2-01","4","4","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2188","01H-CO-2-02","4","4","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2189","01H-CO-2-03","AM","AM","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2190","01H-CO-2-04","AM","AM","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2191","01H-CO-2-05","5","5","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2192","01H-CO-2-06","4","4","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2193","01H-CO-2-07","5","AF","Molting on 9/12","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2194","01H-CO-2-08","AM","AM","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2195","01H-CO-2-09","5","5","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2196","01H-CO-2-10","5","5","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2197","01H-CO-2-11","5","5","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2198","01H-CO-2-12","AF","AF","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",2,1,0,0,0,1
"2199","01H-CO-3-01","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2200","01H-CO-3-02","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2201","01H-CO-3-03","AF","AF","2 eggs and 1st instars on 9/18","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2202","01H-CO-3-04","AM","AM","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2203","01H-CO-3-05","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2204","01H-CO-3-06","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2205","01H-CO-3-07","AM","AM","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2206","01H-CO-3-08","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2207","01H-CO-3-09","AF","AF","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2208","01H-CO-3-10","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2209","01H-CO-3-11","AF","AF","2 eggs and 1st instars on 9/18","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2210","01H-CO-3-12","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",3,1,0,0,0,1
"2211","01H-CO-4-01","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2212","01H-CO-4-02","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2213","01H-CO-4-03","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2214","01H-CO-4-04","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2215","01H-CO-4-05","AM","AM","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2216","01H-CO-4-06","AM","AM","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2217","01H-CO-4-07","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2218","01H-CO-4-08","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2219","01H-CO-4-09","AM","AM","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2220","01H-CO-4-10","AM","AM","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2221","01H-CO-4-11","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2222","01H-CO-4-12","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",4,1,0,0,0,1
"2223","03H-5A-1-01","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2224","03H-5A-1-02","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",1,0,0,1,1,0
"2225","03H-5A-1-03","AM","AM","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",1,0,0,1,1,0
"2226","03H-5A-1-04","AM","AM","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2227","03H-5A-1-05","AF","AF","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",1,0,0,1,1,0
"2228","03H-5A-1-06","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",1,0,0,1,1,0
"2229","03H-5A-1-07","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",1,0,0,1,1,0
"2230","03H-5A-1-08","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2231","03H-5A-1-09","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2232","03H-5A-1-10","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2233","03H-5A-1-11","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2234","03H-5A-1-12","AM","AM","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",1,0,0,1,1,0
"2235","03H-5A-2-01","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2236","03H-5A-2-02","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2237","03H-5A-2-03","AF","AF","4 eggs on 9/18, 4 1st instar hatched 9/25","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2238","03H-5A-2-04","AF","AF","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"K",2,0,1,0,1,1
"2239","03H-5A-2-05","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2240","03H-5A-2-06","4","4","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2241","03H-5A-2-07","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2242","03H-5A-2-08","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"D",2,0,0,1,1,0
"2243","03H-5A-2-09","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"D",2,0,0,1,1,0
"2244","03H-5A-2-10","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"D",2,0,0,1,1,0
"2245","03H-5A-2-11","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2246","03H-5A-2-12","4","4","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"D",2,0,0,1,1,0
"2247","03H-5A-3-01","4","4","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",3,0,0,1,1,0
"2248","03H-5A-3-02","5","5","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"K",3,0,1,0,1,1
"2249","03H-5A-3-03","4","4","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2250","03H-5A-3-04","5","5","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2251","03H-5A-3-05","AF","AF","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",3,0,0,1,1,0
"2252","03H-5A-3-06","5","AM","Molting on 9/18","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2253","03H-5A-3-07","AF","AF","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",3,0,0,1,1,0
"2254","03H-5A-3-08","AM","AM","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",3,0,0,1,1,0
"2255","03H-5A-3-09","4","4","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",3,0,0,1,1,0
"2256","03H-5A-3-10","AM","AM","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",3,0,0,1,1,0
"2257","03H-5A-3-11","4","4","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",3,0,0,1,1,0
"2258","03H-5A-3-12","5","5","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2259","03H-5A-4-01","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2260","03H-5A-4-02","AM","AM","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",4,0,0,1,1,0
"2261","03H-5A-4-03","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2262","03H-5A-4-04","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",4,0,0,1,1,0
"2263","03H-5A-4-05","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",4,0,0,1,1,0
"2264","03H-5A-4-06","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2265","03H-5A-4-07","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2266","03H-5A-4-08","5","5","9/13 looks squished","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2267","03H-5A-4-09","4","4","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",4,0,0,1,1,0
"2268","03H-5A-4-10","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",4,0,0,1,1,0
"2269","03H-5A-4-11","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2270","03H-5A-4-12","4","4","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",4,0,0,1,1,0
"2271","03H-CO-1-01","AF","AF","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2272","03H-CO-1-02","AM","AM","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"D",1,0,0,1,1,0
"2273","03H-CO-1-03","AF","AF","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2274","03H-CO-1-04","5","5","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2275","03H-CO-1-05","AM","AM","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2276","03H-CO-1-06","AM","AM","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2277","03H-CO-1-07","5","5","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2278","03H-CO-1-08","AM","AM","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2279","03H-CO-1-09","AF","AF","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2280","03H-CO-1-10","AF","AF","9/25 alive 1, 1st instar","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2281","03H-CO-1-11","5","5","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2282","03H-CO-1-12","AF","AF","2 eggs and instar on 9/18","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,1,0,0,0,1
"2283","03H-CO-2-01","4","4","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2284","03H-CO-2-02","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"D",2,0,0,1,1,0
"2285","03H-CO-2-03","AF","AF","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2286","03H-CO-2-04","5","AM","Melting on 9/12","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2287","03H-CO-2-05","AM","AM","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2288","03H-CO-2-06","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2289","03H-CO-2-07","5","5","died In molt on 9/12","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"D",2,0,0,1,1,0
"2290","03H-CO-2-08","4","4","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2291","03H-CO-2-09","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2292","03H-CO-2-10","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2293","03H-CO-2-11","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2294","03H-CO-2-12","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",2,1,0,0,0,1
"2295","03H-CO-3-01","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2296","03H-CO-3-02","AF","AF","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2297","03H-CO-3-03","AF","AF","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2298","03H-CO-3-04","AF","AF","1 egg 9/25 and 1st instar","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2299","03H-CO-3-05","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2300","03H-CO-3-06","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2301","03H-CO-3-07","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2302","03H-CO-3-08","AF","AF","2 eggs on 9/18","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2303","03H-CO-3-09","4","4","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2304","03H-CO-3-10","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2305","03H-CO-3-11","AM","AM","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2306","03H-CO-3-12","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",3,1,0,0,0,1
"2307","03H-CO-4-01","AM","AM","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2308","03H-CO-4-02","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2309","03H-CO-4-03","4","4","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2310","03H-CO-4-04","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2311","03H-CO-4-05","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2312","03H-CO-4-06","AF","AF","1, 1st instar, 2 eggs laid 10/2","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2313","03H-CO-4-07","AM","AM","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2314","03H-CO-4-08","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2315","03H-CO-4-09","AF","AF","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2316","03H-CO-4-10","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2317","03H-CO-4-11","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2318","03H-CO-4-12","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",4,1,0,0,0,1
"2319","06H-5A-1-01","AM","AM","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"D",1,0,0,1,1,0
"2320","06H-5A-1-02","5","5","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"D",1,0,0,1,1,0
"2321","06H-5A-1-03","AF","AF","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"D",1,0,0,1,1,0
"2322","06H-5A-1-04","5","5","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"A",1,1,0,0,0,1
"2323","06H-5A-1-05","4","4","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"K",1,0,1,0,1,1
"2324","06H-5A-1-06","4","4","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"K",1,0,1,0,1,1
"2325","06H-5A-1-07","4","5","molt 9/25","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"A",1,1,0,0,0,1
"2326","06H-5A-1-08","5","5","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"A",1,1,0,0,0,1
"2327","06H-5A-1-09","5","5","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"D",1,0,0,1,1,0
"2328","06H-5A-1-10","5","5","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"A",1,1,0,0,0,1
"2329","06H-5A-1-11","5","5","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"D",1,0,0,1,1,0
"2330","06H-5A-1-12","AM","AM","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"D",1,0,0,1,1,0
"2331","06H-5A-2-01","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"D",2,0,0,1,1,0
"2332","06H-5A-2-02","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"A",2,1,0,0,0,1
"2333","06H-5A-2-03","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"D",2,0,0,1,1,0
"2334","06H-5A-2-04","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"D",2,0,0,1,1,0
"2335","06H-5A-2-05","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"K",2,0,1,0,1,1
"2336","06H-5A-2-06","4","4","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"A",2,1,0,0,0,1
"2337","06H-5A-2-07","AF","AF","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"D",2,0,0,1,1,0
"2338","06H-5A-2-08","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"A",2,1,0,0,0,1
"2339","06H-5A-2-09","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"A",2,1,0,0,0,1
"2340","06H-5A-2-10","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"D",2,0,0,1,1,0
"2341","06H-5A-2-11","AF","AF","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"D",2,0,0,1,1,0
"2342","06H-5A-2-12","5","5","","5A",1,"2","06H-5A","06H-5A-1","06H",2015-10-02,"D",2,0,0,1,1,0
"2343","06H-5A-3-01","AF","AF","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"A",3,1,0,0,0,1
"2344","06H-5A-3-02","5","5","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"D",3,0,0,1,1,0
"2345","06H-5A-3-03","5","5","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"A",3,1,0,0,0,1
"2346","06H-5A-3-04","AM","AM","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"D",3,0,0,1,1,0
"2347","06H-5A-3-05","AF","AF","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"D",3,0,0,1,1,0
"2348","06H-5A-3-06","AF","AF","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"D",3,0,0,1,1,0
"2349","06H-5A-3-07","5","5","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"A",3,1,0,0,0,1
"2350","06H-5A-3-08","AF","AF","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"A",3,1,0,0,0,1
"2351","06H-5A-3-09","5","5","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"A",3,1,0,0,0,1
"2352","06H-5A-3-10","AM","AM","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"D",3,0,0,1,1,0
"2353","06H-5A-3-11","4","4","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"D",3,0,0,1,1,0
"2354","06H-5A-3-12","4","4","","5A",1,"3","06H-5A","06H-5A-1","06H",2015-10-02,"A",3,1,0,0,0,1
"2355","06H-5A-4-01","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2356","06H-5A-4-02","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2357","06H-5A-4-03","AF","AF","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2358","06H-5A-4-04","AF","AF","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2359","06H-5A-4-05","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2360","06H-5A-4-06","AM","AM","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2361","06H-5A-4-07","AF","AF","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2362","06H-5A-4-08","AM","AM","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2363","06H-5A-4-09","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"K",4,0,1,0,1,1
"2364","06H-5A-4-10","AM","AM","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2365","06H-5A-4-11","AM","AM","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2366","06H-5A-4-12","5","5","","5A",1,"4","06H-5A","06H-5A-1","06H",2015-10-02,"D",4,0,0,1,1,0
"2367","06H-CO-1-01","AF","AF","3 eggs on 9/18, end with 4, 1st instar","CO",1,"1","06H-CO","06H-CO-1","06H",2015-10-02,"A",1,1,0,0,0,1
"2368","06H-CO-1-02","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-10-02,"A",1,1,0,0,0,1
"2369","06H-CO-1-03","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-10-02,"A",1,1,0,0,0,1
"2370","06H-CO-1-04","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-10-02,"A",1,1,0,0,0,1
"2371","06H-CO-1-05","5","5","","CO",1,"1","06H-CO","06H-CO-1","06H",2015-10-02,"A",1,1,0,0,0,1
